ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2024-03-27 20:00:00,2.46,13,SM4-B.2024-03-27 20:00:00,4.2,106,SM4-C.2024-03-27 20:00:00,8.39,16,SM4-D.2024-03-27 20:00:00,8.4,0
SM4-A.2024-03-27 21:00:00,2.17,7,SM4-B.2024-03-27 21:00:00,2.31,55,SM4-C.2024-03-27 21:00:00,5.16,58,SM4-D.2024-03-27 21:00:00,6.13,2
SM4-A.2024-03-27 22:00:00,2.89,5,SM4-B.2024-03-27 22:00:00,2.64,13,SM4-C.2024-03-27 22:00:00,4.97,5,SM4-D.2024-03-27 22:00:00,6.2,3
SM4-A.2024-03-27 23:00:00,2.62,10,SM4-B.2024-03-27 23:00:00,2.91,13,SM4-C.2024-03-27 23:00:00,7.07,6,SM4-D.2024-03-27 23:00:00,5.51,7
SM4-A.2024-03-28,1.77,7,SM4-B.2024-03-28,2.41,21,SM4-C.2024-03-28,5.19,6,SM4-D.2024-03-28,5.43,2
SM4-A.2024-03-28 01:00:00,2.59,5,SM4-B.2024-03-28 01:00:00,3.47,18,SM4-C.2024-03-28 01:00:00,3.86,30,SM4-D.2024-03-28 01:00:00,6.52,3
SM4-A.2024-03-28 02:00:00,2.46,7,SM4-B.2024-03-28 02:00:00,3,18,SM4-C.2024-03-28 02:00:00,4.81,76,SM4-D.2024-03-28 02:00:00,5.41,3
SM4-A.2024-03-28 03:00:00,3.06,5,SM4-B.2024-03-28 03:00:00,3.23,27,SM4-C.2024-03-28 03:00:00,3.79,18,SM4-D.2024-03-28 03:00:00,5.07,4
SM4-A.2024-03-28 04:00:00,2.76,7,SM4-B.2024-03-28 04:00:00,2.88,15,SM4-C.2024-03-28 04:00:00,2.75,7,SM4-D.2024-03-28 04:00:00,4.89,2
SM4-A.2024-03-28 05:00:00,2.35,2,SM4-B.2024-03-28 05:00:00,2.62,0,SM4-C.2024-03-28 05:00:00,2.62,5,SM4-D.2024-03-28 05:00:00,4.43,0
SM4-A.2024-03-28 06:00:00,1.32,0,SM4-B.2024-03-28 06:00:00,2.04,0,SM4-C.2024-03-28 06:00:00,2.78,1,SM4-D.2024-03-28 06:00:00,3.96,0
SM4-A.2024-03-28 07:00:00,1.3,0,SM4-B.2024-03-28 07:00:00,1.38,0,SM4-C.2024-03-28 07:00:00,1.36,0,SM4-D.2024-03-28 07:00:00,3.39,0
SM4-A.2024-03-28 08:00:00,2.28,0,SM4-B.2024-03-28 08:00:00,2.32,0,SM4-C.2024-03-28 08:00:00,1.62,0,SM4-D.2024-03-28 08:00:00,3.36,0
SM4-A.2024-03-28 09:00:00,2.68,0,SM4-B.2024-03-28 09:00:00,2.28,0,SM4-C.2024-03-28 09:00:00,2.54,0,SM4-D.2024-03-28 09:00:00,3.81,0
SM4-A.2024-03-28 10:00:00,1.94,0,SM4-B.2024-03-28 10:00:00,1.63,0,SM4-C.2024-03-28 10:00:00,2.53,0,SM4-D.2024-03-28 10:00:00,3.08,0
SM4-A.2024-03-28 11:00:00,3.4,0,SM4-B.2024-03-28 11:00:00,2.71,0,SM4-C.2024-03-28 11:00:00,4.18,0,SM4-D.2024-03-28 11:00:00,3.84,0
SM4-A.2024-03-28 12:00:00,5.34,0,SM4-B.2024-03-28 12:00:00,4.35,0,SM4-C.2024-03-28 12:00:00,5.8,0,SM4-D.2024-03-28 12:00:00,3.35,0
SM4-A.2024-03-28 13:00:00,6.14,0,SM4-B.2024-03-28 13:00:00,4.77,0,SM4-C.2024-03-28 13:00:00,3.68,0,SM4-D.2024-03-28 13:00:00,5.4,0
SM4-A.2024-03-28 14:00:00,6.61,0,SM4-B.2024-03-28 14:00:00,4.6,0,SM4-C.2024-03-28 14:00:00,5.36,0,SM4-D.2024-03-28 14:00:00,4.1,0
SM4-A.2024-03-28 15:00:00,5.93,0,SM4-B.2024-03-28 15:00:00,5.2,0,SM4-C.2024-03-28 15:00:00,5.28,0,SM4-D.2024-03-28 15:00:00,3.94,0
SM4-A.2024-03-28 16:00:00,7.76,0,SM4-B.2024-03-28 16:00:00,5.52,0,SM4-C.2024-03-28 16:00:00,6.85,0,SM4-D.2024-03-28 16:00:00,3.19,0
SM4-A.2024-03-28 17:00:00,5.7,0,SM4-B.2024-03-28 17:00:00,5.11,0,SM4-C.2024-03-28 17:00:00,6.05,0,SM4-D.2024-03-28 17:00:00,2.3,0
SM4-A.2024-03-28 18:00:00,3.77,24,SM4-B.2024-03-28 18:00:00,3.31,14,SM4-C.2024-03-28 18:00:00,3.92,9,SM4-D.2024-03-28 18:00:00,1.4,9
SM4-A.2024-03-28 19:00:00,1.86,39,SM4-B.2024-03-28 19:00:00,1.19,56,SM4-C.2024-03-28 19:00:00,2.09,6,SM4-D.2024-03-28 19:00:00,0.77,5
SM4-A.2024-03-28 20:00:00,0.46,20,SM4-B.2024-03-28 20:00:00,1.12,65,SM4-C.2024-03-28 20:00:00,0.81,54,SM4-D.2024-03-28 20:00:00,2.64,10
SM4-A.2024-03-28 21:00:00,0.38,10,SM4-B.2024-03-28 21:00:00,1.71,34,SM4-C.2024-03-28 21:00:00,1.35,29,SM4-D.2024-03-28 21:00:00,3.14,0
SM4-A.2024-03-28 22:00:00,0.47,10,SM4-B.2024-03-28 22:00:00,1.43,27,SM4-C.2024-03-28 22:00:00,1.45,9,SM4-D.2024-03-28 22:00:00,3.52,6
SM4-A.2024-03-28 23:00:00,0.19,9,SM4-B.2024-03-28 23:00:00,0.36,7,SM4-C.2024-03-28 23:00:00,0.81,7,SM4-D.2024-03-28 23:00:00,2.04,5
SM4-A.2024-03-29,0.28,14,SM4-B.2024-03-29,0.24,16,SM4-C.2024-03-29,0.78,18,SM4-D.2024-03-29,0.28,15
SM4-A.2024-03-29 01:00:00,1.26,11,SM4-B.2024-03-29 01:00:00,1.2,12,SM4-C.2024-03-29 01:00:00,0.98,23,SM4-D.2024-03-29 01:00:00,1.41,1
SM4-A.2024-03-29 02:00:00,0.94,11,SM4-B.2024-03-29 02:00:00,1.35,24,SM4-C.2024-03-29 02:00:00,1.29,29,SM4-D.2024-03-29 02:00:00,1.67,3
SM4-A.2024-03-29 03:00:00,0.03,9,SM4-B.2024-03-29 03:00:00,0.32,9,SM4-C.2024-03-29 03:00:00,0.08,24,SM4-D.2024-03-29 03:00:00,0.83,4
SM4-A.2024-03-29 04:00:00,0.68,10,SM4-B.2024-03-29 04:00:00,0.92,39,SM4-C.2024-03-29 04:00:00,0.73,32,SM4-D.2024-03-29 04:00:00,2.03,2
SM4-A.2024-03-29 05:00:00,1.67,1,SM4-B.2024-03-29 05:00:00,1.9,1,SM4-C.2024-03-29 05:00:00,0.81,7,SM4-D.2024-03-29 05:00:00,2.79,1
SM4-A.2024-03-29 06:00:00,1.03,0,SM4-B.2024-03-29 06:00:00,1.67,0,SM4-C.2024-03-29 06:00:00,0.79,0,SM4-D.2024-03-29 06:00:00,2.92,0
SM4-A.2024-03-29 07:00:00,0.87,0,SM4-B.2024-03-29 07:00:00,0.71,0,SM4-C.2024-03-29 07:00:00,1.17,0,SM4-D.2024-03-29 07:00:00,2.62,0
SM4-A.2024-03-29 08:00:00,1.2,0,SM4-B.2024-03-29 08:00:00,1.25,0,SM4-C.2024-03-29 08:00:00,1.31,0,SM4-D.2024-03-29 08:00:00,2.94,0
SM4-A.2024-03-29 09:00:00,1.78,0,SM4-B.2024-03-29 09:00:00,2,0,SM4-C.2024-03-29 09:00:00,1.37,0,SM4-D.2024-03-29 09:00:00,2.66,0
SM4-A.2024-03-29 10:00:00,1.78,0,SM4-B.2024-03-29 10:00:00,1.7,0,SM4-C.2024-03-29 10:00:00,0.84,0,SM4-D.2024-03-29 10:00:00,1.42,0
SM4-A.2024-03-29 11:00:00,3.88,0,SM4-B.2024-03-29 11:00:00,2.69,0,SM4-C.2024-03-29 11:00:00,3.36,0,SM4-D.2024-03-29 11:00:00,1.32,0
SM4-A.2024-03-29 12:00:00,2.77,0,SM4-B.2024-03-29 12:00:00,2.71,0,SM4-C.2024-03-29 12:00:00,3.07,0,SM4-D.2024-03-29 12:00:00,2.25,0
SM4-A.2024-03-29 13:00:00,4.4,0,SM4-B.2024-03-29 13:00:00,3.37,0,SM4-C.2024-03-29 13:00:00,3.65,0,SM4-D.2024-03-29 13:00:00,2.58,0
SM4-A.2024-03-29 14:00:00,5.35,0,SM4-B.2024-03-29 14:00:00,5.08,0,SM4-C.2024-03-29 14:00:00,4.69,0,SM4-D.2024-03-29 14:00:00,2.53,0
SM4-A.2024-03-29 15:00:00,6.44,0,SM4-B.2024-03-29 15:00:00,6.23,0,SM4-C.2024-03-29 15:00:00,6.04,0,SM4-D.2024-03-29 15:00:00,4.36,0
SM4-A.2024-03-29 16:00:00,6.91,0,SM4-B.2024-03-29 16:00:00,5.49,0,SM4-C.2024-03-29 16:00:00,7.1,0,SM4-D.2024-03-29 16:00:00,4.18,0
SM4-A.2024-03-29 17:00:00,4.5,0,SM4-B.2024-03-29 17:00:00,4.08,0,SM4-C.2024-03-29 17:00:00,8.12,0,SM4-D.2024-03-29 17:00:00,3.2,0
SM4-A.2024-03-29 18:00:00,2.88,23,SM4-B.2024-03-29 18:00:00,2.15,14,SM4-C.2024-03-29 18:00:00,5.99,17,SM4-D.2024-03-29 18:00:00,1.46,10
SM4-A.2024-03-29 19:00:00,1.79,23,SM4-B.2024-03-29 19:00:00,2.54,82,SM4-C.2024-03-29 19:00:00,2.04,62,SM4-D.2024-03-29 19:00:00,2.83,7
SM4-A.2024-03-29 20:00:00,0.72,29,SM4-B.2024-03-29 20:00:00,1.6,77,SM4-C.2024-03-29 20:00:00,2.14,42,SM4-D.2024-03-29 20:00:00,3.84,3
SM4-A.2024-03-29 21:00:00,2.57,13,SM4-B.2024-03-29 21:00:00,2.08,14,SM4-C.2024-03-29 21:00:00,4.29,22,SM4-D.2024-03-29 21:00:00,4.44,4
SM4-A.2024-03-29 22:00:00,3.56,6,SM4-B.2024-03-29 22:00:00,2.76,1,SM4-C.2024-03-29 22:00:00,5.47,7,SM4-D.2024-03-29 22:00:00,5.19,2
SM4-A.2024-03-29 23:00:00,2.66,5,SM4-B.2024-03-29 23:00:00,2.65,6,SM4-C.2024-03-29 23:00:00,4.73,8,SM4-D.2024-03-29 23:00:00,5.31,3
SM4-A.2024-03-30,1.82,12,SM4-B.2024-03-30,2.04,18,SM4-C.2024-03-30,3.3,43,SM4-D.2024-03-30,5.21,0
SM4-A.2024-03-30 01:00:00,1.73,4,SM4-B.2024-03-30 01:00:00,2.3,37,SM4-C.2024-03-30 01:00:00,2.84,41,SM4-D.2024-03-30 01:00:00,5.03,3
SM4-A.2024-03-30 02:00:00,1.94,7,SM4-B.2024-03-30 02:00:00,2.11,24,SM4-C.2024-03-30 02:00:00,2.64,29,SM4-D.2024-03-30 02:00:00,4.85,2
SM4-A.2024-03-30 03:00:00,2.13,8,SM4-B.2024-03-30 03:00:00,2.45,14,SM4-C.2024-03-30 03:00:00,2.58,25,SM4-D.2024-03-30 03:00:00,4.86,3
SM4-A.2024-03-30 04:00:00,1.75,5,SM4-B.2024-03-30 04:00:00,2.12,26,SM4-C.2024-03-30 04:00:00,2.36,19,SM4-D.2024-03-30 04:00:00,5.64,3
SM4-A.2024-03-30 05:00:00,0.49,2,SM4-B.2024-03-30 05:00:00,1.37,1,SM4-C.2024-03-30 05:00:00,1.63,10,SM4-D.2024-03-30 05:00:00,4.66,1
SM4-A.2024-03-30 06:00:00,1.84,0,SM4-B.2024-03-30 06:00:00,1.95,0,SM4-C.2024-03-30 06:00:00,2.63,0,SM4-D.2024-03-30 06:00:00,4.45,0
SM4-A.2024-03-30 07:00:00,4.05,0,SM4-B.2024-03-30 07:00:00,3.83,0,SM4-C.2024-03-30 07:00:00,3.78,0,SM4-D.2024-03-30 07:00:00,5.31,0
SM4-A.2024-03-30 08:00:00,3.18,0,SM4-B.2024-03-30 08:00:00,3.46,0,SM4-C.2024-03-30 08:00:00,3.67,0,SM4-D.2024-03-30 08:00:00,4.96,0
SM4-A.2024-03-30 09:00:00,3.86,0,SM4-B.2024-03-30 09:00:00,3.6,0,SM4-C.2024-03-30 09:00:00,4.26,0,SM4-D.2024-03-30 09:00:00,4.39,0
SM4-A.2024-03-30 10:00:00,4.69,0,SM4-B.2024-03-30 10:00:00,4.71,0,SM4-C.2024-03-30 10:00:00,4.89,0,SM4-D.2024-03-30 10:00:00,4.8,0
SM4-A.2024-03-30 11:00:00,5.59,0,SM4-B.2024-03-30 11:00:00,5.39,0,SM4-C.2024-03-30 11:00:00,4.74,0,SM4-D.2024-03-30 11:00:00,5.02,0
SM4-A.2024-03-30 12:00:00,5.69,0,SM4-B.2024-03-30 12:00:00,5.81,0,SM4-C.2024-03-30 12:00:00,5.59,0,SM4-D.2024-03-30 12:00:00,5.85,0
SM4-A.2024-03-30 13:00:00,6.15,0,SM4-B.2024-03-30 13:00:00,5.98,0,SM4-C.2024-03-30 13:00:00,5.3,0,SM4-D.2024-03-30 13:00:00,5.03,0
SM4-A.2024-03-30 14:00:00,6.11,0,SM4-B.2024-03-30 14:00:00,5.85,0,SM4-C.2024-03-30 14:00:00,6.79,0,SM4-D.2024-03-30 14:00:00,3.74,0
SM4-A.2024-03-30 15:00:00,6.81,0,SM4-B.2024-03-30 15:00:00,6.72,0,SM4-C.2024-03-30 15:00:00,8.31,0,SM4-D.2024-03-30 15:00:00,4.17,0
SM4-A.2024-03-30 16:00:00,8.63,0,SM4-B.2024-03-30 16:00:00,5.82,0,SM4-C.2024-03-30 16:00:00,8.81,0,SM4-D.2024-03-30 16:00:00,3,0
SM4-A.2024-03-30 17:00:00,8.02,0,SM4-B.2024-03-30 17:00:00,5.18,0,SM4-C.2024-03-30 17:00:00,9.25,0,SM4-D.2024-03-30 17:00:00,2.41,0
SM4-A.2024-03-30 18:00:00,4.1,5,SM4-B.2024-03-30 18:00:00,4.38,65,SM4-C.2024-03-30 18:00:00,5.82,6,SM4-D.2024-03-30 18:00:00,0.94,13
SM4-A.2024-03-30 19:00:00,3.04,13,SM4-B.2024-03-30 19:00:00,2.89,65,SM4-C.2024-03-30 19:00:00,4.45,28,SM4-D.2024-03-30 19:00:00,3.65,2
SM4-A.2024-03-30 20:00:00,1.17,19,SM4-B.2024-03-30 20:00:00,2.27,125,SM4-C.2024-03-30 20:00:00,2.62,44,SM4-D.2024-03-30 20:00:00,4.25,2
SM4-A.2024-03-30 21:00:00,1.65,11,SM4-B.2024-03-30 21:00:00,2.36,57,SM4-C.2024-03-30 21:00:00,2.55,25,SM4-D.2024-03-30 21:00:00,5.12,2
SM4-A.2024-03-30 22:00:00,0.37,7,SM4-B.2024-03-30 22:00:00,1.23,5,SM4-C.2024-03-30 22:00:00,2.28,2,SM4-D.2024-03-30 22:00:00,4.23,0
SM4-A.2024-03-30 23:00:00,0.08,9,SM4-B.2024-03-30 23:00:00,0.93,0,SM4-C.2024-03-30 23:00:00,1.5,34,SM4-D.2024-03-30 23:00:00,3.56,2
SM4-A.2024-03-31,0.3,4,SM4-B.2024-03-31,0.98,10,SM4-C.2024-03-31,2.49,10,SM4-D.2024-03-31,3.38,0
SM4-A.2024-03-31 01:00:00,0.3,7,SM4-B.2024-03-31 01:00:00,0.15,27,SM4-C.2024-03-31 01:00:00,0.73,14,SM4-D.2024-03-31 01:00:00,0.66,8
SM4-A.2024-03-31 02:00:00,1.21,8,SM4-B.2024-03-31 02:00:00,1.2,34,SM4-C.2024-03-31 02:00:00,0.88,42,SM4-D.2024-03-31 02:00:00,2,4
SM4-A.2024-03-31 03:00:00,1.39,11,SM4-B.2024-03-31 03:00:00,1.03,35,SM4-C.2024-03-31 03:00:00,0.41,30,SM4-D.2024-03-31 03:00:00,2.43,12
SM4-A.2024-03-31 04:00:00,1.22,9,SM4-B.2024-03-31 04:00:00,0.74,31,SM4-C.2024-03-31 04:00:00,0.81,26,SM4-D.2024-03-31 04:00:00,2.54,12
SM4-A.2024-03-31 05:00:00,1.4,5,SM4-B.2024-03-31 05:00:00,0.47,5,SM4-C.2024-03-31 05:00:00,0.84,16,SM4-D.2024-03-31 05:00:00,2.95,2
SM4-A.2024-03-31 06:00:00,2.16,0,SM4-B.2024-03-31 06:00:00,1.5,0,SM4-C.2024-03-31 06:00:00,1.12,0,SM4-D.2024-03-31 06:00:00,3.33,0
SM4-A.2024-03-31 07:00:00,0.68,0,SM4-B.2024-03-31 07:00:00,1.03,0,SM4-C.2024-03-31 07:00:00,0.42,0,SM4-D.2024-03-31 07:00:00,2.98,0
SM4-A.2024-03-31 08:00:00,1.16,0,SM4-B.2024-03-31 08:00:00,1.14,0,SM4-C.2024-03-31 08:00:00,0.96,0,SM4-D.2024-03-31 08:00:00,2.88,0
SM4-A.2024-03-31 09:00:00,1.22,0,SM4-B.2024-03-31 09:00:00,1.24,0,SM4-C.2024-03-31 09:00:00,1.62,0,SM4-D.2024-03-31 09:00:00,2.66,0
SM4-A.2024-03-31 10:00:00,1.71,0,SM4-B.2024-03-31 10:00:00,2.01,0,SM4-C.2024-03-31 10:00:00,3.26,0,SM4-D.2024-03-31 10:00:00,2.84,0
SM4-A.2024-03-31 11:00:00,4.83,0,SM4-B.2024-03-31 11:00:00,4.27,0,SM4-C.2024-03-31 11:00:00,3.32,0,SM4-D.2024-03-31 11:00:00,5.43,0
SM4-A.2024-03-31 12:00:00,5,0,SM4-B.2024-03-31 12:00:00,6.21,0,SM4-C.2024-03-31 12:00:00,4.26,0,SM4-D.2024-03-31 12:00:00,6.14,0
SM4-A.2024-03-31 13:00:00,6.58,0,SM4-B.2024-03-31 13:00:00,7.98,0,SM4-C.2024-03-31 13:00:00,6.06,0,SM4-D.2024-03-31 13:00:00,7.97,0
SM4-A.2024-03-31 14:00:00,7.92,0,SM4-B.2024-03-31 14:00:00,8.75,0,SM4-C.2024-03-31 14:00:00,7.54,0,SM4-D.2024-03-31 14:00:00,8.92,0
SM4-A.2024-03-31 15:00:00,7.91,0,SM4-B.2024-03-31 15:00:00,8.19,0,SM4-C.2024-03-31 15:00:00,8.25,0,SM4-D.2024-03-31 15:00:00,8.52,0
SM4-A.2024-03-31 16:00:00,7.63,0,SM4-B.2024-03-31 16:00:00,7.68,0,SM4-C.2024-03-31 16:00:00,7.84,0,SM4-D.2024-03-31 16:00:00,7.21,0
SM4-A.2024-03-31 17:00:00,6.22,0,SM4-B.2024-03-31 17:00:00,6.59,0,SM4-C.2024-03-31 17:00:00,6.28,0,SM4-D.2024-03-31 17:00:00,5.93,0
SM4-A.2024-03-31 18:00:00,5.18,19,SM4-B.2024-03-31 18:00:00,5.34,5,SM4-C.2024-03-31 18:00:00,4.9,6,SM4-D.2024-03-31 18:00:00,4.48,5
SM4-A.2024-03-31 19:00:00,2.95,12,SM4-B.2024-03-31 19:00:00,3.65,8,SM4-C.2024-03-31 19:00:00,2.1,15,SM4-D.2024-03-31 19:00:00,2.97,5
SM4-A.2024-03-31 20:00:00,1.81,6,SM4-B.2024-03-31 20:00:00,2.51,35,SM4-C.2024-03-31 20:00:00,1.05,112,SM4-D.2024-03-31 20:00:00,2.13,4
SM4-A.2024-03-31 21:00:00,0.97,6,SM4-B.2024-03-31 21:00:00,2,20,SM4-C.2024-03-31 21:00:00,0.38,23,SM4-D.2024-03-31 21:00:00,1.89,1
SM4-A.2024-03-31 22:00:00,0.9,6,SM4-B.2024-03-31 22:00:00,1.96,0,SM4-C.2024-03-31 22:00:00,0.22,3,SM4-D.2024-03-31 22:00:00,0.71,4
SM4-A.2024-03-31 23:00:00,2.83,2,SM4-B.2024-03-31 23:00:00,3.05,1,SM4-C.2024-03-31 23:00:00,1.38,2,SM4-D.2024-03-31 23:00:00,2.5,1
SM4-A.2024-04-01,4.93,5,SM4-B.2024-04-01,4.8,2,SM4-C.2024-04-01,3.01,1,SM4-D.2024-04-01,4.12,1
SM4-A.2024-04-01 01:00:00,4.28,6,SM4-B.2024-04-01 01:00:00,4.25,3,SM4-C.2024-04-01 01:00:00,3.18,6,SM4-D.2024-04-01 01:00:00,3.33,6
SM4-A.2024-04-01 02:00:00,4.19,3,SM4-B.2024-04-01 02:00:00,4.13,9,SM4-C.2024-04-01 02:00:00,3.36,9,SM4-D.2024-04-01 02:00:00,3.19,9
SM4-A.2024-04-01 03:00:00,4.14,9,SM4-B.2024-04-01 03:00:00,4.29,8,SM4-C.2024-04-01 03:00:00,3.6,43,SM4-D.2024-04-01 03:00:00,3.43,15
SM4-A.2024-04-01 04:00:00,4.73,12,SM4-B.2024-04-01 04:00:00,4.66,12,SM4-C.2024-04-01 04:00:00,4.03,18,SM4-D.2024-04-01 04:00:00,4.09,4
SM4-A.2024-04-01 05:00:00,3.86,1,SM4-B.2024-04-01 05:00:00,4.61,1,SM4-C.2024-04-01 05:00:00,4.47,9,SM4-D.2024-04-01 05:00:00,4.07,0
SM4-A.2024-04-01 06:00:00,3.85,0,SM4-B.2024-04-01 06:00:00,4.99,0,SM4-C.2024-04-01 06:00:00,4.54,0,SM4-D.2024-04-01 06:00:00,5.03,0
SM4-A.2024-04-01 07:00:00,3.58,0,SM4-B.2024-04-01 07:00:00,4.61,0,SM4-C.2024-04-01 07:00:00,4.58,0,SM4-D.2024-04-01 07:00:00,4.9,0
SM4-A.2024-04-01 08:00:00,5.49,0,SM4-B.2024-04-01 08:00:00,5.7,0,SM4-C.2024-04-01 08:00:00,5.09,0,SM4-D.2024-04-01 08:00:00,5.98,0
SM4-A.2024-04-01 09:00:00,6.99,0,SM4-B.2024-04-01 09:00:00,7.89,0,SM4-C.2024-04-01 09:00:00,6.28,0,SM4-D.2024-04-01 09:00:00,6.7,0
SM4-A.2024-04-01 10:00:00,8.59,0,SM4-B.2024-04-01 10:00:00,8.97,0,SM4-C.2024-04-01 10:00:00,7.37,0,SM4-D.2024-04-01 10:00:00,7.12,0
SM4-A.2024-04-01 11:00:00,9.22,0,SM4-B.2024-04-01 11:00:00,9.49,0,SM4-C.2024-04-01 11:00:00,9.25,0,SM4-D.2024-04-01 11:00:00,7.3,0
SM4-A.2024-04-01 12:00:00,10.6,0,SM4-B.2024-04-01 12:00:00,10.43,0,SM4-C.2024-04-01 12:00:00,10.49,0,SM4-D.2024-04-01 12:00:00,8.2,0
SM4-A.2024-04-01 13:00:00,11.05,0,SM4-B.2024-04-01 13:00:00,11.04,0,SM4-C.2024-04-01 13:00:00,10.77,0,SM4-D.2024-04-01 13:00:00,8.56,0
SM4-A.2024-04-01 14:00:00,10.59,0,SM4-B.2024-04-01 14:00:00,10.86,0,SM4-C.2024-04-01 14:00:00,10.71,0,SM4-D.2024-04-01 14:00:00,8.32,0
SM4-A.2024-04-01 15:00:00,9.74,0,SM4-B.2024-04-01 15:00:00,9.91,0,SM4-C.2024-04-01 15:00:00,9.97,0,SM4-D.2024-04-01 15:00:00,7.52,0
SM4-A.2024-04-01 16:00:00,8.99,0,SM4-B.2024-04-01 16:00:00,9.37,0,SM4-C.2024-04-01 16:00:00,9.74,0,SM4-D.2024-04-01 16:00:00,7.16,0
SM4-A.2024-04-01 17:00:00,8.1,0,SM4-B.2024-04-01 17:00:00,8.71,0,SM4-C.2024-04-01 17:00:00,8.48,0,SM4-D.2024-04-01 17:00:00,6.34,0
SM4-A.2024-04-01 18:00:00,6.67,18,SM4-B.2024-04-01 18:00:00,7.03,1,SM4-C.2024-04-01 18:00:00,6.88,5,SM4-D.2024-04-01 18:00:00,5.34,2
SM4-A.2024-04-01 19:00:00,6,2,SM4-B.2024-04-01 19:00:00,6.26,1,SM4-C.2024-04-01 19:00:00,5.77,16,SM4-D.2024-04-01 19:00:00,4.85,0
SM4-A.2024-04-01 20:00:00,5.31,2,SM4-B.2024-04-01 20:00:00,5.83,25,SM4-C.2024-04-01 20:00:00,5.68,12,SM4-D.2024-04-01 20:00:00,4.73,0
SM4-A.2024-04-01 21:00:00,5.29,5,SM4-B.2024-04-01 21:00:00,5.67,8,SM4-C.2024-04-01 21:00:00,5.22,18,SM4-D.2024-04-01 21:00:00,4.85,1
SM4-A.2024-04-01 22:00:00,4.94,3,SM4-B.2024-04-01 22:00:00,5.07,4,SM4-C.2024-04-01 22:00:00,5.09,8,SM4-D.2024-04-01 22:00:00,4.03,1
SM4-A.2024-04-01 23:00:00,5.38,2,SM4-B.2024-04-01 23:00:00,5.42,0,SM4-C.2024-04-01 23:00:00,5.63,0,SM4-D.2024-04-01 23:00:00,4.22,2
SM4-A.2024-04-02,5.28,3,SM4-B.2024-04-02,5.61,8,SM4-C.2024-04-02,4.65,7,SM4-D.2024-04-02,4.36,1
SM4-A.2024-04-02 01:00:00,5.9,5,SM4-B.2024-04-02 01:00:00,6.02,4,SM4-C.2024-04-02 01:00:00,5.03,0,SM4-D.2024-04-02 01:00:00,4.97,3
SM4-A.2024-04-02 02:00:00,5.33,2,SM4-B.2024-04-02 02:00:00,5.49,9,SM4-C.2024-04-02 02:00:00,5.83,5,SM4-D.2024-04-02 02:00:00,4.97,10
SM4-A.2024-04-02 03:00:00,4.87,5,SM4-B.2024-04-02 03:00:00,4.73,9,SM4-C.2024-04-02 03:00:00,5.45,2,SM4-D.2024-04-02 03:00:00,4.55,6
SM4-A.2024-04-02 04:00:00,4.11,11,SM4-B.2024-04-02 04:00:00,4.78,6,SM4-C.2024-04-02 04:00:00,5.06,9,SM4-D.2024-04-02 04:00:00,4.66,11
SM4-A.2024-04-02 05:00:00,3.25,8,SM4-B.2024-04-02 05:00:00,3.51,0,SM4-C.2024-04-02 05:00:00,4.63,14,SM4-D.2024-04-02 05:00:00,3.99,1
SM4-A.2024-04-02 06:00:00,4.47,0,SM4-B.2024-04-02 06:00:00,4.92,0,SM4-C.2024-04-02 06:00:00,4.94,0,SM4-D.2024-04-02 06:00:00,4.3,0
SM4-A.2024-04-02 07:00:00,4.76,0,SM4-B.2024-04-02 07:00:00,5.26,0,SM4-C.2024-04-02 07:00:00,5.16,0,SM4-D.2024-04-02 07:00:00,4.94,0
SM4-A.2024-04-02 08:00:00,6.02,0,SM4-B.2024-04-02 08:00:00,5.97,0,SM4-C.2024-04-02 08:00:00,4.84,0,SM4-D.2024-04-02 08:00:00,5.26,0
SM4-A.2024-04-02 09:00:00,6.1,0,SM4-B.2024-04-02 09:00:00,6.27,0,SM4-C.2024-04-02 09:00:00,6.25,0,SM4-D.2024-04-02 09:00:00,5.57,0
SM4-A.2024-04-02 10:00:00,6.38,0,SM4-B.2024-04-02 10:00:00,6.72,0,SM4-C.2024-04-02 10:00:00,6.66,0,SM4-D.2024-04-02 10:00:00,6.18,0
SM4-A.2024-04-02 11:00:00,7.2,0,SM4-B.2024-04-02 11:00:00,7.97,0,SM4-C.2024-04-02 11:00:00,6.88,0,SM4-D.2024-04-02 11:00:00,7.01,0
SM4-A.2024-04-02 12:00:00,8.16,0,SM4-B.2024-04-02 12:00:00,8.71,0,SM4-C.2024-04-02 12:00:00,8.31,0,SM4-D.2024-04-02 12:00:00,7.1,0
SM4-A.2024-04-02 13:00:00,9.62,0,SM4-B.2024-04-02 13:00:00,9.47,0,SM4-C.2024-04-02 13:00:00,9.83,0,SM4-D.2024-04-02 13:00:00,7.63,0
SM4-A.2024-04-02 14:00:00,10.03,0,SM4-B.2024-04-02 14:00:00,9.78,0,SM4-C.2024-04-02 14:00:00,9.81,0,SM4-D.2024-04-02 14:00:00,7.87,0
SM4-A.2024-04-02 15:00:00,9.7,0,SM4-B.2024-04-02 15:00:00,9.35,0,SM4-C.2024-04-02 15:00:00,10.02,0,SM4-D.2024-04-02 15:00:00,7.72,0
