Location,Date_Time,Date,Hour,Month,Hour.deci,Win.speed,Wind_Direction,Temperature,Rain_Actual,Bat_Occurrence
SM4-A,9/1/2023 18:00,1/9/2023,18:00,9,18,4.15,241.19,28.33,0.1,60
SM4-A,9/1/2023 19:00,1/9/2023,19:00,9,19,3.55,203.26,28.91,2.8,10
SM4-A,9/1/2023 20:00,1/9/2023,20:00,9,20,3.43,186.44,28.83,0.4,9
SM4-A,9/1/2023 21:00,1/9/2023,21:00,9,21,5.67,180.29,28.39,0.7,9
SM4-A,9/1/2023 22:00,1/9/2023,22:00,9,22,6.47,178.13,28.01,0,1
SM4-A,9/2/2023 1:00,2/9/2023,1:00,9,1,4.56,182.31,28.97,0,6
SM4-A,9/2/2023 2:00,2/9/2023,2:00,9,2,4.77,183.03,29.29,0,6
SM4-A,9/2/2023 3:00,2/9/2023,3:00,9,3,4.95,189.34,29.19,0,7
SM4-A,9/2/2023 4:00,2/9/2023,4:00,9,4,3.46,188.04,29.01,0,2
SM4-A,9/2/2023 5:00,2/9/2023,5:00,9,5,3.38,183.66,28.07,0,1
SM4-A,9/7/2023 18:00,7/9/2023,18:00,9,18,7.15,157.14,28.7,0,12
SM4-A,9/7/2023 19:00,7/9/2023,19:00,9,19,7.43,166.9,28.41,0,11
SM4-A,9/7/2023 20:00,7/9/2023,20:00,9,20,5.96,167.66,28.47,0,13
SM4-A,9/7/2023 21:00,7/9/2023,21:00,9,21,6.52,169.23,28.47,0,4
SM4-A,9/7/2023 22:00,7/9/2023,22:00,9,22,5.73,168.53,28.35,0,2
SM4-A,9/7/2023 23:00,7/9/2023,23:00,9,23,5.2,168.28,28.23,0,6
SM4-A,9/8/2023 0:00,8/9/2023,0:00,9,0,4.97,176.2,28.43,0,13
SM4-A,9/8/2023 1:00,8/9/2023,1:00,9,1,4.92,175.66,28.59,0,15
SM4-A,9/8/2023 2:00,8/9/2023,2:00,9,2,3.55,188.75,28.68,0,45
SM4-A,9/8/2023 3:00,8/9/2023,3:00,9,3,4.14,176.24,28.95,0,6
SM4-A,9/8/2023 4:00,8/9/2023,4:00,9,4,4.23,170.93,29.31,0,6
SM4-A,9/8/2023 18:00,8/9/2023,18:00,9,18,4.39,180.29,29.56,0,32
SM4-A,9/8/2023 19:00,8/9/2023,19:00,9,19,2.61,214.81,29.56,0,44
SM4-A,9/8/2023 20:00,8/9/2023,20:00,9,20,0.76,221,29.07,0,43
SM4-A,9/8/2023 21:00,8/9/2023,21:00,9,21,1.61,183.62,28.99,0,20
SM4-A,9/8/2023 22:00,8/9/2023,22:00,9,22,1.76,179.59,29.16,0,26
SM4-A,9/8/2023 23:00,8/9/2023,23:00,9,23,1.03,204.29,29.17,0,41
SM4-A,9/9/2023 0:00,9/9/2023,0:00,9,0,2.45,188.77,29.09,0,31
SM4-A,9/9/2023 1:00,9/9/2023,1:00,9,1,2.43,183.8,29.5,0,19
SM4-A,9/9/2023 2:00,9/9/2023,2:00,9,2,3.4,169.64,29.89,0,12
SM4-A,9/9/2023 3:00,9/9/2023,3:00,9,3,5.57,171.24,29.62,0,2
SM4-A,9/9/2023 4:00,9/9/2023,4:00,9,4,5.39,173.41,29.27,0,5
SM4-A,9/9/2023 5:00,9/9/2023,5:00,9,5,5.88,168.33,28.21,0,2
SM4-A,9/9/2023 18:00,9/9/2023,18:00,9,18,5.96,180.84,28.21,0,26
SM4-A,9/9/2023 19:00,9/9/2023,19:00,9,19,3.7,163.79,28.35,0,17
SM4-A,9/9/2023 20:00,9/9/2023,20:00,9,20,1.58,179.4,29.14,0,52
SM4-A,9/9/2023 21:00,9/9/2023,21:00,9,21,5.08,192.93,29.51,0,7
SM4-A,9/9/2023 22:00,9/9/2023,22:00,9,22,5.2,223.05,29.1,0,20
SM4-A,9/9/2023 23:00,9/9/2023,23:00,9,23,5.37,214.57,28.73,0,4
SM4-A,9/10/2023 0:00,10/9/2023,0:00,9,0,6.42,210.45,28.89,0,3
SM4-A,9/10/2023 1:00,10/9/2023,1:00,9,1,5.34,229.34,28.67,0,4
SM4-A,9/10/2023 2:00,10/9/2023,2:00,9,2,5.1,196.53,29.36,0,2
SM4-A,9/10/2023 3:00,10/9/2023,3:00,9,3,5.92,194.49,28.88,0,1
SM4-A,9/10/2023 4:00,10/9/2023,4:00,9,4,5.66,205.74,28.36,0,11
SM4-A,9/10/2023 5:00,10/9/2023,5:00,9,5,5.8,195.47,28.25,0,3
SM4-A,9/10/2023 18:00,10/9/2023,18:00,9,18,8.32,181.2,28.48,0,43
SM4-A,9/10/2023 19:00,10/9/2023,19:00,9,19,5.77,186.26,27.97,0,17
SM4-A,9/10/2023 20:00,10/9/2023,20:00,9,20,4.75,168.69,28.95,0,35
SM4-A,9/10/2023 21:00,10/9/2023,21:00,9,21,5.95,187.25,28.7,0,5
SM4-A,9/10/2023 22:00,10/9/2023,22:00,9,22,7.23,181.21,28.08,0,4
SM4-A,9/10/2023 23:00,10/9/2023,23:00,9,23,6.96,201.36,27.95,0,2
SM4-A,9/11/2023 0:00,11/9/2023,0:00,9,0,6.44,195.51,27.91,0,1
SM4-A,9/11/2023 1:00,11/9/2023,1:00,9,1,6.21,189.96,27.79,0,1
SM4-A,9/11/2023 2:00,11/9/2023,2:00,9,2,5.52,191.52,27.64,0,1
SM4-A,9/11/2023 3:00,11/9/2023,3:00,9,3,5.02,202.32,28.2,0,12
SM4-A,9/11/2023 4:00,11/9/2023,4:00,9,4,5.33,197.48,28.34,0,23
SM4-A,9/11/2023 5:00,11/9/2023,5:00,9,5,4.03,188.35,27.53,0,8
SM4-A,9/11/2023 18:00,11/9/2023,18:00,9,18,8.11,185.72,29.75,0,8
SM4-A,9/11/2023 19:00,11/9/2023,19:00,9,19,6.6,173.01,29.79,0,26
SM4-A,9/11/2023 20:00,11/9/2023,20:00,9,20,7.03,170.6,29.67,0,11
SM4-A,9/11/2023 21:00,11/9/2023,21:00,9,21,6.7,182.43,29.55,0,3
SM4-A,9/11/2023 22:00,11/9/2023,22:00,9,22,5.2,189.06,29.85,0,4
SM4-A,9/11/2023 23:00,11/9/2023,23:00,9,23,4.12,196.01,30.49,0,4
SM4-A,9/12/2023 0:00,12/9/2023,0:00,9,0,5.1,190.18,30.02,0,7
SM4-A,9/12/2023 1:00,12/9/2023,1:00,9,1,5.59,210.29,29.73,0,4
SM4-A,9/12/2023 2:00,12/9/2023,2:00,9,2,4.49,209.51,29.69,0,9
SM4-A,9/12/2023 3:00,12/9/2023,3:00,9,3,4.67,221.99,29.92,0,5
SM4-A,9/12/2023 4:00,12/9/2023,4:00,9,4,3.25,228.72,29.69,0,16
SM4-A,9/12/2023 5:00,12/9/2023,5:00,9,5,3.06,227.37,29.19,0,5
SM4-A,9/12/2023 17:00,12/9/2023,17:00,9,17,8.42,242.74,29.18,1.1,3
SM4-A,9/12/2023 18:00,12/9/2023,18:00,9,18,5.04,223.06,30.01,0.3,58
SM4-A,9/12/2023 19:00,12/9/2023,19:00,9,19,5.02,197.72,30.61,0,15
SM4-A,9/12/2023 20:00,12/9/2023,20:00,9,20,3.59,213.72,30.71,0,12
SM4-A,9/12/2023 21:00,12/9/2023,21:00,9,21,4.51,197.06,30.88,0,6
SM4-A,9/12/2023 22:00,12/9/2023,22:00,9,22,4.76,219.01,30.35,0,1
SM4-A,9/12/2023 23:00,12/9/2023,23:00,9,23,4.76,174.34,30.62,0,4
SM4-A,9/13/2023 0:00,13/09/2023,0:00,9,0,7.35,174.18,29.04,0,1
SM4-A,9/13/2023 1:00,13/09/2023,1:00,9,1,5.73,189.62,28.71,0,6
SM4-A,9/13/2023 2:00,13/09/2023,2:00,9,2,5.56,185.64,29.06,0,1
SM4-A,9/13/2023 3:00,13/09/2023,3:00,9,3,3.97,185.41,29.63,0,6
SM4-A,9/13/2023 4:00,13/09/2023,4:00,9,4,6,181.09,29.56,0,8
SM4-A,9/13/2023 5:00,13/09/2023,5:00,9,5,4.83,188.57,28.83,0,8
SM4-A,9/13/2023 17:00,13/09/2023,17:00,9,17,7.2,174.44,31.62,0,1
SM4-A,9/13/2023 18:00,13/09/2023,18:00,9,18,5.91,179.4,31.05,0,16
SM4-A,9/13/2023 19:00,13/09/2023,19:00,9,19,4.53,187.32,31.39,0,20
SM4-A,9/13/2023 20:00,13/09/2023,20:00,9,20,5.54,237.85,31.82,0,30
SM4-A,9/13/2023 21:00,13/09/2023,21:00,9,21,6.29,251.14,31.25,0,1
SM4-A,9/13/2023 22:00,13/09/2023,22:00,9,22,4.25,213.11,31.21,0,3
SM4-A,9/13/2023 23:00,13/09/2023,23:00,9,23,5.7,186.58,30.42,0,1
SM4-A,9/14/2023 0:00,14/09/2023,0:00,9,0,5.49,181.56,29.22,0,2
SM4-A,9/14/2023 1:00,14/09/2023,1:00,9,1,5.38,190.26,29.26,0,3
SM4-A,9/14/2023 2:00,14/09/2023,2:00,9,2,5.44,203.2,29.36,0,1
SM4-A,9/14/2023 3:00,14/09/2023,3:00,9,3,4.97,220.22,29.93,0,9
SM4-A,9/14/2023 4:00,14/09/2023,4:00,9,4,5.09,199.59,30.03,0,5
SM4-A,9/14/2023 5:00,14/09/2023,5:00,9,5,5.32,195.47,29.36,0,7
SM4-A,9/14/2023 17:00,14/09/2023,17:00,9,17,5.15,237.1,28.97,0,6
SM4-A,9/14/2023 18:00,14/09/2023,18:00,9,18,3.73,168.02,28.72,7.1,71
SM4-A,9/14/2023 19:00,14/09/2023,19:00,9,19,4.93,174.39,28.88,0.2,22
SM4-A,9/14/2023 20:00,14/09/2023,20:00,9,20,3.18,186.17,28.98,0.5,19
SM4-A,9/14/2023 21:00,14/09/2023,21:00,9,21,5.03,250.29,28.99,0,23
SM4-A,9/14/2023 22:00,14/09/2023,22:00,9,22,8.08,263.77,28.39,0,2
SM4-A,9/14/2023 23:00,14/09/2023,23:00,9,23,6.35,196.45,28.3,0,11
SM4-A,9/15/2023 0:00,15/09/2023,0:00,9,0,9.3,166.93,26.92,0,3
SM4-A,9/15/2023 1:00,15/09/2023,1:00,9,1,4.14,177.4,27.33,0,11
SM4-A,9/15/2023 2:00,15/09/2023,2:00,9,2,1.43,195.79,28.42,0,51
SM4-A,9/15/2023 3:00,15/09/2023,3:00,9,3,3.07,209.87,28.88,0,16
SM4-A,9/15/2023 4:00,15/09/2023,4:00,9,4,6.35,172.77,28.13,0,2
SM4-A,9/15/2023 5:00,15/09/2023,5:00,9,5,4.74,191.01,27.73,0,1
SM4-A,9/15/2023 17:00,15/09/2023,17:00,9,17,6.52,175.25,29.9,0,1
SM4-A,9/15/2023 18:00,15/09/2023,18:00,9,18,7.66,171.41,28.94,0,13
SM4-A,9/15/2023 19:00,15/09/2023,19:00,9,19,5.32,168.11,28.45,0,10
SM4-A,9/15/2023 20:00,15/09/2023,20:00,9,20,4.59,178.15,29.29,0,13
SM4-A,9/15/2023 21:00,15/09/2023,21:00,9,21,4.53,181.5,30.43,0,4
SM4-A,9/15/2023 22:00,15/09/2023,22:00,9,22,5.53,171.4,29.97,0,1
SM4-A,9/15/2023 23:00,15/09/2023,23:00,9,23,4.5,189.24,29.23,0,2
SM4-A,9/16/2023 0:00,16/09/2023,0:00,9,0,3.6,212.95,30.01,0,6
SM4-A,9/16/2023 1:00,16/09/2023,1:00,9,1,4.77,183.88,30.03,0,2
SM4-A,9/16/2023 4:00,16/09/2023,4:00,9,4,6,175.64,27.55,0,2
SM4-A,9/16/2023 5:00,16/09/2023,5:00,9,5,4.32,179.86,27.78,0,2
SM4-A,9/16/2023 18:00,16/09/2023,18:00,9,18,1.78,171.04,28.16,0,86
SM4-A,9/16/2023 19:00,16/09/2023,19:00,9,19,1.53,177.71,28.6,0,92
SM4-A,9/16/2023 20:00,16/09/2023,20:00,9,20,1.78,243.91,28.79,0,59
SM4-A,9/16/2023 21:00,16/09/2023,21:00,9,21,1.73,262.61,28.53,0,37
SM4-A,9/16/2023 22:00,16/09/2023,22:00,9,22,2.31,181.14,28.67,0,33
SM4-A,9/16/2023 23:00,16/09/2023,23:00,9,23,4.5,178.41,29.54,0,10
SM4-A,9/17/2023 2:00,17/09/2023,2:00,9,2,5.31,165.5,27.71,0,8
SM4-A,9/17/2023 3:00,17/09/2023,3:00,9,3,4.57,173.26,28.16,0,5
SM4-A,9/17/2023 4:00,17/09/2023,4:00,9,4,2.94,190.63,28.1,0,54
SM4-A,9/17/2023 5:00,17/09/2023,5:00,9,5,1.85,172.55,27.34,0,13
SM4-A,9/17/2023 18:00,17/09/2023,18:00,9,18,5.91,169.75,28.69,0,19
SM4-A,9/17/2023 19:00,17/09/2023,19:00,9,19,5.8,168.77,28.84,0,14
SM4-A,9/17/2023 20:00,17/09/2023,20:00,9,20,6.18,164.76,28.62,0,1
SM4-A,9/17/2023 21:00,17/09/2023,21:00,9,21,6.11,169.03,28.4,0,1
SM4-A,9/17/2023 22:00,17/09/2023,22:00,9,22,5.13,168.35,28.47,0,2
SM4-A,9/17/2023 23:00,17/09/2023,23:00,9,23,5.77,168.81,28.94,0,1
SM4-A,9/18/2023 0:00,18/09/2023,0:00,9,0,4.45,184.51,28.56,0,5
SM4-A,9/18/2023 1:00,18/09/2023,1:00,9,1,3.84,16.36,27.94,0,22
SM4-A,9/18/2023 2:00,18/09/2023,2:00,9,2,0.88,348.22,27.48,0,48
SM4-A,9/18/2023 3:00,18/09/2023,3:00,9,3,0.59,346,27.18,0.6,17
SM4-A,9/18/2023 17:00,18/09/2023,17:00,9,17,3.13,162.14,29.64,0,1
SM4-A,9/18/2023 18:00,18/09/2023,18:00,9,18,2.4,54.81,29.61,0,38
SM4-A,9/18/2023 19:00,18/09/2023,19:00,9,19,1.48,338.41,29.47,0,47
SM4-A,9/18/2023 20:00,18/09/2023,20:00,9,20,0.36,326,28.94,0,47
SM4-A,9/18/2023 21:00,18/09/2023,21:00,9,21,0.99,326,28.8,0,34
SM4-A,9/18/2023 22:00,18/09/2023,22:00,9,22,1.46,328.88,28.67,0,34
SM4-A,9/18/2023 23:00,18/09/2023,23:00,9,23,1.93,328.07,28.5,0,13
SM4-A,9/19/2023 0:00,19/09/2023,0:00,9,0,1,332,28.38,0,12
SM4-A,9/19/2023 1:00,19/09/2023,1:00,9,1,1.5,332,27.98,0,3
SM4-A,9/19/2023 2:00,19/09/2023,2:00,9,2,0.87,332,27.65,0,14
SM4-A,9/19/2023 3:00,19/09/2023,3:00,9,3,1.77,323.41,27.52,0,17
SM4-A,9/19/2023 4:00,19/09/2023,4:00,9,4,1.88,315.89,27.54,0,57
SM4-A,9/19/2023 5:00,19/09/2023,5:00,9,5,0.48,60.41,27.31,0,4
SM4-A,9/19/2023 18:00,19/09/2023,18:00,9,18,2.95,183.94,29.58,0,27
SM4-A,9/19/2023 19:00,19/09/2023,19:00,9,19,2.66,206.95,29.45,0,16
SM4-A,9/19/2023 20:00,19/09/2023,20:00,9,20,2.32,282.57,28.96,0,28
SM4-A,9/19/2023 21:00,19/09/2023,21:00,9,21,0.41,286,27.89,5.4,17
SM4-A,9/19/2023 22:00,19/09/2023,22:00,9,22,0.7,286,27.9,0.2,23
SM4-A,9/19/2023 23:00,19/09/2023,23:00,9,23,0.88,286,28.03,0.2,21
SM4-A,9/20/2023 0:00,20/09/2023,0:00,9,0,1.82,287.39,27.84,0,18
SM4-A,9/20/2023 1:00,20/09/2023,1:00,9,1,1.77,324.92,27.56,0.4,25
SM4-A,9/20/2023 2:00,20/09/2023,2:00,9,2,1.86,348.77,27.83,0,18
SM4-A,9/20/2023 3:00,20/09/2023,3:00,9,3,1.74,8,27.54,0,6
SM4-A,9/20/2023 4:00,20/09/2023,4:00,9,4,1.8,346.19,27.4,0,23
SM4-A,9/20/2023 5:00,20/09/2023,5:00,9,5,2.29,352.97,26.97,0,7
SM4-A,9/20/2023 17:00,20/09/2023,17:00,9,17,4.75,76.18,30.08,0,4
SM4-A,9/20/2023 18:00,20/09/2023,18:00,9,18,2.43,70.14,29.75,0,36
SM4-A,9/20/2023 19:00,20/09/2023,19:00,9,19,0.5,78,29.77,0,73
SM4-A,9/20/2023 20:00,20/09/2023,20:00,9,20,1.48,74.23,29.63,0,43
SM4-A,9/20/2023 21:00,20/09/2023,21:00,9,21,1.41,56.93,29.63,0,14
SM4-A,9/20/2023 22:00,20/09/2023,22:00,9,22,0.98,56,29.44,0,30
SM4-A,9/20/2023 23:00,20/09/2023,23:00,9,23,0.79,36.54,29.14,0.1,14
SM4-A,9/21/2023 0:00,21/09/2023,0:00,9,0,0.15,17,28.58,0,13
SM4-A,9/21/2023 1:00,21/09/2023,1:00,9,1,0.18,17,28.64,0,1
SM4-A,9/21/2023 2:00,21/09/2023,2:00,9,2,1.52,13.71,28.38,0.2,1
SM4-A,9/21/2023 4:00,21/09/2023,4:00,9,4,1,14,27.53,0,27
SM4-A,9/21/2023 5:00,21/09/2023,5:00,9,5,0.09,110.4,27.59,0,3
SM4-A,9/21/2023 17:00,21/09/2023,17:00,9,17,2.18,141.67,28.43,0,14
SM4-A,9/21/2023 18:00,21/09/2023,18:00,9,18,2.01,109.33,28.64,0,45
SM4-A,9/21/2023 19:00,21/09/2023,19:00,9,19,0.92,113.07,28.82,0,39
SM4-A,9/21/2023 20:00,21/09/2023,20:00,9,20,0.76,115,28.94,0,39
SM4-A,9/21/2023 21:00,21/09/2023,21:00,9,21,1.02,115,29.62,0,13
SM4-A,9/21/2023 22:00,21/09/2023,22:00,9,22,0.3,115,29.7,0,29
SM4-A,9/21/2023 23:00,21/09/2023,23:00,9,23,0.13,115,28.93,0,28
SM4-A,9/22/2023 0:00,22/09/2023,0:00,9,0,0.02,115,28.34,0,32
SM4-A,9/22/2023 1:00,22/09/2023,1:00,9,1,0,115,27.91,0,6
SM4-A,9/22/2023 2:00,22/09/2023,2:00,9,2,0.48,115,27.68,0,14
SM4-A,9/22/2023 3:00,22/09/2023,3:00,9,3,0.3,115,27.8,0,15
SM4-A,9/22/2023 4:00,22/09/2023,4:00,9,4,1.18,89.73,27.69,0,70
SM4-A,9/22/2023 5:00,22/09/2023,5:00,9,5,1.69,58.73,27.2,0,7
SM4-A,9/22/2023 17:00,22/09/2023,17:00,9,17,4.01,90.78,30.08,0,2
SM4-A,9/22/2023 18:00,22/09/2023,18:00,9,18,2.29,86.84,29.8,0,29
SM4-A,9/22/2023 19:00,22/09/2023,19:00,9,19,1.32,93.55,29.95,0,25
SM4-A,9/22/2023 20:00,22/09/2023,20:00,9,20,0.4,92,29.88,0,15
SM4-A,9/22/2023 21:00,22/09/2023,21:00,9,21,1.55,55.63,29.72,0,16
SM4-A,9/22/2023 22:00,22/09/2023,22:00,9,22,0.68,18,29.46,0,6
SM4-A,9/22/2023 23:00,22/09/2023,23:00,9,23,1.65,28.81,29.01,0,3
SM4-A,9/23/2023 0:00,23/09/2023,0:00,9,0,0.47,1,28.64,0,2
SM4-A,9/23/2023 1:00,23/09/2023,1:00,9,1,0.1,1,28.59,0,27
SM4-A,9/23/2023 2:00,23/09/2023,2:00,9,2,0.4,1,28.2,0,18
SM4-A,9/23/2023 3:00,23/09/2023,3:00,9,3,0.11,1,27.93,0,15
SM4-A,9/23/2023 4:00,23/09/2023,4:00,9,4,0.21,1,28.09,0,37
SM4-A,9/23/2023 5:00,23/09/2023,5:00,9,5,0.86,97.45,28.13,0,1
SM4-A,9/23/2023 17:00,23/09/2023,17:00,9,17,4.16,171.55,28.77,0,2
SM4-A,9/23/2023 18:00,23/09/2023,18:00,9,18,1.19,183.03,28.88,0,180
SM4-A,9/23/2023 19:00,23/09/2023,19:00,9,19,0.6,228.82,28.97,0,86
SM4-A,9/23/2023 20:00,23/09/2023,20:00,9,20,2.16,296.06,28.99,0,153
SM4-A,9/23/2023 21:00,23/09/2023,21:00,9,21,0.44,308,29.05,0,41
SM4-A,9/23/2023 22:00,23/09/2023,22:00,9,22,0.59,308,29.08,0,11
SM4-A,9/23/2023 23:00,23/09/2023,23:00,9,23,2.23,10.18,28.51,0,7
SM4-A,9/24/2023 0:00,24/09/2023,0:00,9,0,0.2,8,27.7,0,10
SM4-A,9/24/2023 1:00,24/09/2023,1:00,9,1,0.81,8,27.41,0,28
SM4-A,9/24/2023 2:00,24/09/2023,2:00,9,2,0.61,8,27.2,0,25
SM4-A,9/24/2023 3:00,24/09/2023,3:00,9,3,0.09,8,27.61,0,49
SM4-A,9/24/2023 4:00,24/09/2023,4:00,9,4,2.57,352.73,27.49,0,32
SM4-A,9/24/2023 5:00,24/09/2023,5:00,9,5,0.88,283.99,27.91,0,5
SM4-A,9/24/2023 20:00,24/09/2023,20:00,9,20,3.34,149.36,28.01,0,3
SM4-A,9/24/2023 21:00,24/09/2023,21:00,9,21,5.15,164.72,28.04,0,19
SM4-A,9/24/2023 22:00,24/09/2023,22:00,9,22,5.43,170.96,27.68,0,5
SM4-A,9/24/2023 23:00,24/09/2023,23:00,9,23,4.76,175.14,27.76,0,15
SM4-A,9/25/2023 0:00,25/09/2023,0:00,9,0,3.56,175.85,28.2,0,66
SM4-A,9/25/2023 1:00,25/09/2023,1:00,9,1,4.47,174.75,28.16,0,62
SM4-A,9/25/2023 2:00,25/09/2023,2:00,9,2,4.11,182.36,28.44,0,77
SM4-A,9/25/2023 3:00,25/09/2023,3:00,9,3,2.57,195.21,27.96,0,89
SM4-A,9/25/2023 4:00,25/09/2023,4:00,9,4,0.46,228,27.28,0,120
SM4-A,9/25/2023 5:00,25/09/2023,5:00,9,5,1.51,164.71,26.88,0,7
SM4-A,9/25/2023 17:00,25/09/2023,17:00,9,17,8.55,184.14,28.77,0,3
SM4-A,9/25/2023 18:00,25/09/2023,18:00,9,18,6.54,183.43,28.55,0,39
SM4-A,9/25/2023 19:00,25/09/2023,19:00,9,19,4.07,200.7,28.95,0,31
SM4-A,9/25/2023 20:00,25/09/2023,20:00,9,20,2.78,211.09,29.17,0,22
SM4-A,9/25/2023 21:00,25/09/2023,21:00,9,21,2.98,176.95,29.49,0,13
SM4-A,9/25/2023 22:00,25/09/2023,22:00,9,22,4.12,175.86,29.23,0,4
SM4-A,9/25/2023 23:00,25/09/2023,23:00,9,23,5.09,185.98,28.38,0,2
SM4-A,9/26/2023 0:00,26/09/2023,0:00,9,0,6.37,177.93,28.61,0,4
SM4-A,9/26/2023 1:00,26/09/2023,1:00,9,1,5.18,183.79,27.45,0,3
SM4-A,9/26/2023 2:00,26/09/2023,2:00,9,2,4.4,196.56,27.93,0,9
SM4-A,9/26/2023 3:00,26/09/2023,3:00,9,3,5.06,200.65,28.29,0,3
SM4-A,9/26/2023 4:00,26/09/2023,4:00,9,4,4.66,188.84,28.24,0,16
SM4-A,9/26/2023 5:00,26/09/2023,5:00,9,5,4.45,188.42,27.86,0,8
SM4-A,9/26/2023 17:00,26/09/2023,17:00,9,17,5.26,185.15,28.59,0,11
SM4-A,9/26/2023 18:00,26/09/2023,18:00,9,18,4.78,176.09,28.97,0,63
SM4-A,9/26/2023 19:00,26/09/2023,19:00,9,19,7.53,165.68,28.03,0,4
SM4-A,9/26/2023 20:00,26/09/2023,20:00,9,20,6.37,168.3,27.6,0,7
SM4-A,9/26/2023 21:00,26/09/2023,21:00,9,21,4.87,193.27,28.39,0,6
SM4-A,9/26/2023 23:00,26/09/2023,23:00,9,23,5.46,184.9,28.26,0,3
SM4-A,9/27/2023 0:00,27/09/2023,0:00,9,0,6.48,193.51,28.43,0,2
SM4-A,9/27/2023 2:00,27/09/2023,2:00,9,2,5.8,172.84,28.26,0,1
SM4-A,9/27/2023 3:00,27/09/2023,3:00,9,3,5.28,185.08,28.5,0,11
SM4-A,9/27/2023 4:00,27/09/2023,4:00,9,4,4.51,186.28,28.67,0,23
SM4-A,9/27/2023 5:00,27/09/2023,5:00,9,5,4,182.6,28.33,0,14
SM4-A,9/27/2023 17:00,27/09/2023,17:00,9,17,2.78,225.19,28.24,0,32
SM4-A,9/27/2023 18:00,27/09/2023,18:00,9,18,2.2,243.4,28.29,0,70
SM4-A,9/27/2023 19:00,27/09/2023,19:00,9,19,3.8,175.64,28.96,0,21
SM4-A,9/27/2023 20:00,27/09/2023,20:00,9,20,4.91,180.37,29.17,0,17
SM4-A,9/27/2023 21:00,27/09/2023,21:00,9,21,4.78,178.66,29.36,0,2
SM4-A,9/27/2023 22:00,27/09/2023,22:00,9,22,4.7,180.86,28.97,0,1
SM4-A,9/28/2023 0:00,28/09/2023,0:00,9,0,2.78,243.3,29.52,0,11
SM4-A,9/28/2023 1:00,28/09/2023,1:00,9,1,2.9,256.67,29.52,0,20
SM4-A,9/28/2023 2:00,28/09/2023,2:00,9,2,2.98,247.32,29.44,0,22
SM4-A,9/28/2023 3:00,28/09/2023,3:00,9,3,1.94,252.14,29.5,0,25
SM4-A,9/28/2023 4:00,28/09/2023,4:00,9,4,1.21,275.19,29.16,0,82
SM4-A,9/28/2023 5:00,28/09/2023,5:00,9,5,1.56,254.88,28.5,0,14
SM4-A,9/28/2023 17:00,28/09/2023,17:00,9,17,2.7,253.66,30.64,0,25
SM4-A,9/28/2023 18:00,28/09/2023,18:00,9,18,1.25,292.74,30.72,0,83
SM4-A,9/28/2023 19:00,28/09/2023,19:00,9,19,0.81,287.79,30.87,0,21
SM4-A,9/28/2023 20:00,28/09/2023,20:00,9,20,4.24,169.28,31.06,0,4
SM4-A,9/28/2023 21:00,28/09/2023,21:00,9,21,3.04,179.84,31.43,0,5
SM4-A,9/28/2023 22:00,28/09/2023,22:00,9,22,0.55,227,30.05,0,3
SM4-A,9/28/2023 23:00,28/09/2023,23:00,9,23,0.53,227,29.54,0,2
SM4-A,9/29/2023 0:00,29/09/2023,0:00,9,0,3.33,175.79,29.37,0,4
SM4-A,9/29/2023 1:00,29/09/2023,1:00,9,1,2.41,191.82,29.04,0,5
SM4-A,9/29/2023 2:00,29/09/2023,2:00,9,2,1.31,200,28.55,0,6
SM4-A,9/29/2023 3:00,29/09/2023,3:00,9,3,1.46,200,28.33,0,12
SM4-A,9/29/2023 4:00,29/09/2023,4:00,9,4,0.47,200,28.14,0,45
SM4-A,9/29/2023 5:00,29/09/2023,5:00,9,5,0.15,103.59,28.03,0,7
SM4-A,9/29/2023 17:00,29/09/2023,17:00,9,17,1.37,325.95,28,0,19
SM4-A,9/29/2023 18:00,29/09/2023,18:00,9,18,1.19,281.76,28.69,0,48
SM4-A,9/29/2023 19:00,29/09/2023,19:00,9,19,0.56,359,28.61,0,32
SM4-A,9/29/2023 20:00,29/09/2023,20:00,9,20,0.87,358.91,28.68,0,20
SM4-A,9/29/2023 21:00,29/09/2023,21:00,9,21,1.43,339.96,28.34,0,13
SM4-A,9/29/2023 22:00,29/09/2023,22:00,9,22,2.24,354.42,27.94,0.7,7
SM4-A,9/29/2023 23:00,29/09/2023,23:00,9,23,0.92,334.21,27.51,2.7,4
SM4-A,9/30/2023 0:00,30/09/2023,0:00,9,0,0.4,335,26.98,0.3,3
SM4-A,9/30/2023 1:00,30/09/2023,1:00,9,1,0.09,335,27.4,1.7,1
SM4-A,9/30/2023 2:00,30/09/2023,2:00,9,2,0.31,335,27.42,0.5,7
SM4-A,9/30/2023 3:00,30/09/2023,3:00,9,3,0.75,335,27.38,0,6
SM4-A,9/30/2023 4:00,30/09/2023,4:00,9,4,0.58,335,27.44,0,20
SM4-A,9/30/2023 5:00,30/09/2023,5:00,9,5,0.36,238.58,27.85,0,6
SM4-A,9/30/2023 17:00,30/09/2023,17:00,9,17,2.96,92.79,29.63,0.1,5
SM4-A,9/30/2023 18:00,30/09/2023,18:00,9,18,3.25,58.54,28.01,0.1,1
SM4-A,9/30/2023 19:00,30/09/2023,19:00,9,19,0.5,331.7,27.32,7.8,10
SM4-A,9/30/2023 20:00,30/09/2023,20:00,9,20,1.23,331,27.23,0,24
