Location,Date_Time,Date,Hour,Month,Hour.deci,Win.speed,Wind_Direction,Temperature,Rain_Actual,Bat_Occurrence
SM4-C,12/13/2023 21:00,13/12/2023,21:00,12,21,7.25,70.49,26.47,0,2
SM4-C,12/13/2023 22:00,13/12/2023,22:00,12,22,7.72,67.97,26.35,0,1
SM4-C,12/14/2023 0:00,14/12/2023,0:00,12,0,8.55,64.71,26.09,0,1
SM4-C,12/14/2023 4:00,14/12/2023,4:00,12,4,6.95,72.43,25.72,0,6
SM4-C,12/14/2023 17:00,14/12/2023,17:00,12,17,5.83,92.56,28.27,0,4
SM4-C,12/14/2023 18:00,14/12/2023,18:00,12,18,5.75,104.89,26.92,0,12
SM4-C,12/14/2023 19:00,14/12/2023,19:00,12,19,5.52,100.77,26.48,0,19
SM4-C,12/14/2023 20:00,14/12/2023,20:00,12,20,6.16,94.69,26.26,0,11
SM4-C,12/14/2023 21:00,14/12/2023,21:00,12,21,5.32,98.22,26.17,0,14
SM4-C,12/15/2023 0:00,15/12/2023,0:00,12,0,3.34,79.13,26.28,0,2
SM4-C,12/15/2023 1:00,15/12/2023,1:00,12,1,2.55,76.37,25.96,0,19
SM4-C,12/15/2023 2:00,15/12/2023,2:00,12,2,3.07,98.57,25.9,0,16
SM4-C,12/15/2023 3:00,15/12/2023,3:00,12,3,3.22,95.82,25.85,0,19
SM4-C,12/15/2023 4:00,15/12/2023,4:00,12,4,4.2,90.78,25.45,0,16
SM4-C,12/15/2023 5:00,15/12/2023,5:00,12,5,0.91,41.7,25.16,0,5
SM4-C,12/16/2023 17:00,16/12/2023,17:00,12,17,9.32,86.79,28.71,0,9
SM4-C,12/16/2023 18:00,16/12/2023,18:00,12,18,7.09,88.82,27.91,0,44
SM4-C,12/16/2023 19:00,16/12/2023,19:00,12,19,6.87,85.26,27.55,0,17
SM4-C,12/16/2023 20:00,16/12/2023,20:00,12,20,6.33,90.52,27.07,0,15
SM4-C,12/16/2023 22:00,16/12/2023,22:00,12,22,10.15,91.73,26.64,0,1
SM4-C,12/17/2023 0:00,17/12/2023,0:00,12,0,9.38,87.6,26.66,0,1
SM4-C,12/17/2023 1:00,17/12/2023,1:00,12,1,10.37,79.39,26.91,0,1
SM4-C,12/17/2023 3:00,17/12/2023,3:00,12,3,10.35,76.41,26.63,0,2
SM4-C,12/17/2023 4:00,17/12/2023,4:00,12,4,7.39,76.03,26.43,0,4
SM4-C,12/17/2023 5:00,17/12/2023,5:00,12,5,6.21,73.03,26.08,0,2
SM4-C,12/17/2023 17:00,17/12/2023,17:00,12,17,8.57,77.53,27.66,0,5
SM4-C,12/17/2023 18:00,17/12/2023,18:00,12,18,7.77,76.96,27.06,0,6
SM4-C,12/17/2023 19:00,17/12/2023,19:00,12,19,7.74,75.78,26.74,0,7
SM4-C,12/17/2023 20:00,17/12/2023,20:00,12,20,8.83,72.88,26.58,0,1
SM4-C,12/17/2023 21:00,17/12/2023,21:00,12,21,8.81,72.91,26.42,0,3
SM4-C,12/17/2023 23:00,17/12/2023,23:00,12,23,6.92,74.37,26.39,0,1
SM4-C,12/18/2023 1:00,18/12/2023,1:00,12,1,8.55,75.21,26.23,0,1
SM4-C,12/18/2023 2:00,18/12/2023,2:00,12,2,9.04,71.93,26.31,0,1
SM4-C,12/18/2023 3:00,18/12/2023,3:00,12,3,7.18,76.98,26.45,0,2
SM4-C,12/18/2023 17:00,18/12/2023,17:00,12,17,8.75,84.88,26.98,0,16
SM4-C,12/18/2023 18:00,18/12/2023,18:00,12,18,10.57,89.05,26.44,0,8
SM4-C,12/18/2023 19:00,18/12/2023,19:00,12,19,9.41,86.91,26.29,0,38
SM4-C,12/18/2023 20:00,18/12/2023,20:00,12,20,10.12,83.93,26.31,0,6
SM4-C,12/19/2023 0:00,19/12/2023,0:00,12,0,11,90.7,25.8,0,1
SM4-C,12/19/2023 1:00,19/12/2023,1:00,12,1,9.09,91.4,25.69,0,1
SM4-C,12/19/2023 3:00,19/12/2023,3:00,12,3,11.91,94.61,25.4,0,5
SM4-C,12/19/2023 4:00,19/12/2023,4:00,12,4,11.42,89.13,25.5,0,2
SM4-C,12/19/2023 17:00,19/12/2023,17:00,12,17,9.77,79.28,27.17,0,4
SM4-C,12/19/2023 18:00,19/12/2023,18:00,12,18,10.1,85.22,27.03,0,11
SM4-C,12/19/2023 19:00,19/12/2023,19:00,12,19,11.88,92.45,26.89,0,4
SM4-C,12/19/2023 20:00,19/12/2023,20:00,12,20,12.1,91.27,26.83,0,6
SM4-C,12/19/2023 21:00,19/12/2023,21:00,12,21,11.21,91.87,26.72,0,1
SM4-C,12/20/2023 0:00,20/12/2023,0:00,12,0,13.34,93.4,26.38,0,1
SM4-C,12/20/2023 1:00,20/12/2023,1:00,12,1,12.68,94.06,26.24,0,1
SM4-C,12/20/2023 2:00,20/12/2023,2:00,12,2,14.87,94.2,25.75,0,2
SM4-C,12/20/2023 3:00,20/12/2023,3:00,12,3,12.31,88.08,26.09,0,2
SM4-C,12/20/2023 4:00,20/12/2023,4:00,12,4,13.17,97.45,25.59,0,9
SM4-C,12/20/2023 5:00,20/12/2023,5:00,12,5,14.35,93.62,25.5,0,2
SM4-C,12/20/2023 17:00,20/12/2023,17:00,12,17,11.88,86.07,25.88,0,5
SM4-C,12/20/2023 18:00,20/12/2023,18:00,12,18,13.45,77.8,26.06,0,1
SM4-C,12/20/2023 19:00,20/12/2023,19:00,12,19,13.14,89.22,25.46,0,3
SM4-C,12/20/2023 20:00,20/12/2023,20:00,12,20,14.26,76.98,25.72,0,1
SM4-C,12/20/2023 21:00,20/12/2023,21:00,12,21,14.5,74.18,25.89,0,1
SM4-C,12/20/2023 22:00,20/12/2023,22:00,12,22,13.8,78.11,25.84,0,1
SM4-C,12/21/2023 17:00,21/12/2023,17:00,12,17,16.19,90.22,24.7,0,2
SM4-C,12/21/2023 22:00,21/12/2023,22:00,12,22,15.74,79.2,24.76,0,1
SM4-C,12/22/2023 5:00,22/12/2023,5:00,12,5,16.46,80.02,24.49,0,1
SM4-C,12/22/2023 17:00,22/12/2023,17:00,12,17,14.6,76.77,24.13,0,3
SM4-C,12/22/2023 18:00,22/12/2023,18:00,12,18,11.82,81.8,23.68,0,16
SM4-C,12/22/2023 19:00,22/12/2023,19:00,12,19,13.49,82.71,23.75,0,2
SM4-C,12/22/2023 23:00,22/12/2023,23:00,12,23,13.99,78.24,23.63,0,1
SM4-C,12/23/2023 1:00,23/12/2023,1:00,12,1,13.8,81.12,23.99,0,1
SM4-C,12/23/2023 2:00,23/12/2023,2:00,12,2,14.37,81.58,24.11,0,1
SM4-C,12/23/2023 4:00,23/12/2023,4:00,12,4,14.28,84.43,24.16,0,3
SM4-C,12/23/2023 18:00,23/12/2023,18:00,12,18,13.06,81.84,25.29,0,5
SM4-C,12/23/2023 19:00,23/12/2023,19:00,12,19,11.32,84.54,24.75,0,1
SM4-C,12/23/2023 20:00,23/12/2023,20:00,12,20,10.74,84.07,24.72,0,3
SM4-C,12/24/2023 2:00,24/12/2023,2:00,12,2,13.4,75.12,24.45,0,1
SM4-C,12/24/2023 3:00,24/12/2023,3:00,12,3,12.81,75.38,24.39,0,1
SM4-C,12/24/2023 18:00,24/12/2023,18:00,12,18,12.47,74.98,24.38,0,2
SM4-C,12/24/2023 19:00,24/12/2023,19:00,12,19,13.5,76.25,24.21,0,3
SM4-C,12/24/2023 21:00,24/12/2023,21:00,12,21,15.72,75.14,23.92,0,1
SM4-C,12/25/2023 3:00,25/12/2023,3:00,12,3,14.23,76.31,23.34,0,1
SM4-C,12/25/2023 17:00,25/12/2023,17:00,12,17,11.82,83.25,24.53,0,2
SM4-C,12/25/2023 20:00,25/12/2023,20:00,12,20,10.58,89.81,23.91,0,2
SM4-C,12/25/2023 21:00,25/12/2023,21:00,12,21,10.58,84.03,23.8,0,1
SM4-C,12/26/2023 2:00,26/12/2023,2:00,12,2,11.02,87.22,23.8,0,4
SM4-C,12/26/2023 3:00,26/12/2023,3:00,12,3,10.77,79.48,24.07,0,2
SM4-C,12/26/2023 4:00,26/12/2023,4:00,12,4,11.91,88.41,23.92,0,1
SM4-C,12/26/2023 5:00,26/12/2023,5:00,12,5,12.44,87.24,23.8,0,1
SM4-C,12/26/2023 17:00,26/12/2023,17:00,12,17,13.63,97.29,26.17,0,1
SM4-C,12/26/2023 18:00,26/12/2023,18:00,12,18,14.13,94.59,25.45,0,4
SM4-C,12/26/2023 19:00,26/12/2023,19:00,12,19,12.54,92.15,25.24,0,2
SM4-C,12/26/2023 20:00,26/12/2023,20:00,12,20,12.42,92.69,25.09,0,4
SM4-C,12/26/2023 21:00,26/12/2023,21:00,12,21,9.78,85.03,25.32,0,2
SM4-C,12/26/2023 22:00,26/12/2023,22:00,12,22,10.34,86.54,25.24,0,3
SM4-C,12/26/2023 23:00,26/12/2023,23:00,12,23,10.93,91.24,24.92,0,2
SM4-C,12/27/2023 0:00,27/12/2023,0:00,12,0,9.27,88.43,24.67,0,13
SM4-C,12/27/2023 1:00,27/12/2023,1:00,12,1,11.1,90.68,24.49,0,7
SM4-C,12/27/2023 2:00,27/12/2023,2:00,12,2,10.91,91.56,24.63,0,10
SM4-C,12/27/2023 3:00,27/12/2023,3:00,12,3,9.57,94.45,24.5,0,7
SM4-C,12/27/2023 4:00,27/12/2023,4:00,12,4,7.58,88.45,24.74,0,16
SM4-C,12/27/2023 5:00,27/12/2023,5:00,12,5,6.82,80.1,25.05,0,15
SM4-C,12/27/2023 17:00,27/12/2023,17:00,12,17,7.68,96.12,26.13,0,6
SM4-C,12/27/2023 18:00,27/12/2023,18:00,12,18,6.87,83.77,26.11,0,4
SM4-C,12/27/2023 19:00,27/12/2023,19:00,12,19,6.99,89.09,25.71,0,5
SM4-C,12/27/2023 20:00,27/12/2023,20:00,12,20,8.38,81.17,25.74,0,7
SM4-C,12/27/2023 21:00,27/12/2023,21:00,12,21,6.22,80.52,25.49,0,2
SM4-C,12/27/2023 22:00,27/12/2023,22:00,12,22,7.59,83.68,25.42,0,2
SM4-C,12/27/2023 23:00,27/12/2023,23:00,12,23,9.93,92.77,25.08,0,15
SM4-C,12/28/2023 0:00,28/12/2023,0:00,12,0,9.45,84.75,25.31,0,1
SM4-C,12/28/2023 1:00,28/12/2023,1:00,12,1,8.38,79.58,25.62,0,1
SM4-C,12/28/2023 2:00,28/12/2023,2:00,12,2,8.85,79.05,25.55,0,1
SM4-C,12/28/2023 3:00,28/12/2023,3:00,12,3,8.77,81.69,25.42,0,1
SM4-C,12/28/2023 4:00,28/12/2023,4:00,12,4,7.88,76.99,25.18,0,4
SM4-C,12/28/2023 5:00,28/12/2023,5:00,12,5,8.01,71.94,25.17,0,1
SM4-C,12/28/2023 17:00,28/12/2023,17:00,12,17,8.72,84.12,26.53,0,1
SM4-C,12/28/2023 18:00,28/12/2023,18:00,12,18,8.86,83.62,26.37,0,32
SM4-C,12/28/2023 19:00,28/12/2023,19:00,12,19,7.08,92.15,26.02,0,10
SM4-C,12/28/2023 20:00,28/12/2023,20:00,12,20,9.45,88.85,25.9,0,1
SM4-C,12/28/2023 22:00,28/12/2023,22:00,12,22,9.65,87.29,25.7,0,1
SM4-C,12/29/2023 0:00,29/12/2023,0:00,12,0,10.17,84.08,25.52,0,2
SM4-C,12/29/2023 1:00,29/12/2023,1:00,12,1,9.19,93.49,25.24,0,2
SM4-C,12/29/2023 2:00,29/12/2023,2:00,12,2,10.89,91.27,25.18,0,3
SM4-C,12/29/2023 3:00,29/12/2023,3:00,12,3,11.22,91.4,25.21,0,3
SM4-C,12/29/2023 5:00,29/12/2023,5:00,12,5,9.69,91.5,25.25,0,32
SM4-C,12/29/2023 17:00,29/12/2023,17:00,12,17,8.45,99.78,27.72,0,25
SM4-C,12/29/2023 18:00,29/12/2023,18:00,12,18,8.91,97.6,26.68,0,26
SM4-C,12/29/2023 19:00,29/12/2023,19:00,12,19,8.56,90.22,26.26,0,11
SM4-C,12/29/2023 20:00,29/12/2023,20:00,12,20,8.86,84.75,26.03,0,49
SM4-C,12/29/2023 21:00,29/12/2023,21:00,12,21,8.77,81.26,25.97,0,2
SM4-C,12/29/2023 22:00,29/12/2023,22:00,12,22,9.42,85.37,25.72,0,5
SM4-C,12/29/2023 23:00,29/12/2023,23:00,12,23,8.78,86.12,25.47,0,2
SM4-C,12/30/2023 1:00,30/12/2023,1:00,12,1,10.09,85.68,25.39,0,2
SM4-C,12/30/2023 2:00,30/12/2023,2:00,12,2,10.29,93.83,24.94,0,1
SM4-C,12/30/2023 3:00,30/12/2023,3:00,12,3,10,86.7,25.16,0,2
SM4-C,12/30/2023 4:00,30/12/2023,4:00,12,4,8.73,86.82,25.22,0,1
SM4-C,12/30/2023 5:00,30/12/2023,5:00,12,5,8.62,85.97,25.21,0,18
SM4-C,12/30/2023 17:00,30/12/2023,17:00,12,17,10.97,115.81,26.59,0,9
SM4-C,12/30/2023 18:00,30/12/2023,18:00,12,18,10.76,113.43,26.22,0,26
SM4-C,12/30/2023 19:00,30/12/2023,19:00,12,19,6.55,95.88,25.82,0,12
SM4-C,12/30/2023 20:00,30/12/2023,20:00,12,20,8.58,94.19,25.6,0,27
SM4-C,12/30/2023 21:00,30/12/2023,21:00,12,21,7.88,92.38,25.52,0,9
SM4-C,12/30/2023 22:00,30/12/2023,22:00,12,22,6.81,92.98,25.34,0,2
SM4-C,12/31/2023 0:00,31/12/2023,0:00,12,0,3.26,59.15,24.62,0,41
SM4-C,12/31/2023 1:00,31/12/2023,1:00,12,1,3,86.7,24.6,0,27
SM4-C,12/31/2023 2:00,31/12/2023,2:00,12,2,2.56,83.67,24.42,0,34
SM4-C,12/31/2023 3:00,31/12/2023,3:00,12,3,3.46,97.86,24.56,0,23
SM4-C,12/31/2023 4:00,31/12/2023,4:00,12,4,2.98,83.65,24.36,0,13
SM4-C,12/31/2023 5:00,31/12/2023,5:00,12,5,2.75,76.82,24.22,0,6
SM4-C,12/31/2023 17:00,31/12/2023,17:00,12,17,12.06,111.35,26.97,0,8
SM4-C,12/31/2023 18:00,31/12/2023,18:00,12,18,12.18,101.25,26.81,0,5
SM4-C,12/31/2023 19:00,31/12/2023,19:00,12,19,12.52,96.62,26.43,0,7
SM4-C,12/31/2023 20:00,31/12/2023,20:00,12,20,9.36,93.8,26.09,0,5
SM4-C,12/31/2023 21:00,31/12/2023,21:00,12,21,11.09,92.72,25.81,0,1
SM4-C,12/31/2023 22:00,31/12/2023,22:00,12,22,9.26,83.74,26.13,0,2
SM4-C,12/31/2023 23:00,31/12/2023,23:00,12,23,7.32,84.46,25.63,0,15
SM4-C,1/1/2024 0:00,1/1/2024,0:00,1,0,6.5,84.69,25.44,0,11
SM4-C,1/1/2024 1:00,1/1/2024,1:00,1,1,5.86,86.03,25.19,0,12
SM4-C,1/1/2024 2:00,1/1/2024,2:00,1,2,6.83,90.65,24.87,0,7
SM4-C,1/1/2024 3:00,1/1/2024,3:00,1,3,5.24,75.15,24.73,0,4
SM4-C,1/1/2024 5:00,1/1/2024,5:00,1,5,5.67,86.13,24.77,0,6
SM4-C,1/1/2024 17:00,1/1/2024,17:00,1,17,10.26,108.87,26.95,0,21
SM4-C,1/1/2024 18:00,1/1/2024,18:00,1,18,9.31,109.18,26.45,0,7
SM4-C,1/1/2024 19:00,1/1/2024,19:00,1,19,7.67,102.47,26.17,0,20
SM4-C,1/1/2024 20:00,1/1/2024,20:00,1,20,10.48,99.17,25.99,0,4
SM4-C,1/1/2024 22:00,1/1/2024,22:00,1,22,7.97,93.07,25.51,0,1
SM4-C,1/1/2024 23:00,1/1/2024,23:00,1,23,7.12,90.53,25.45,0,1
SM4-C,1/2/2024 0:00,2/1/2024,0:00,1,0,8.08,98.02,25.17,0,2
SM4-C,1/2/2024 1:00,2/1/2024,1:00,1,1,7.2,93.16,25.22,0,1
SM4-C,1/2/2024 2:00,2/1/2024,2:00,1,2,6.16,80.05,25.48,0,3
SM4-C,1/2/2024 3:00,2/1/2024,3:00,1,3,8.8,89.64,25.29,0,1
SM4-C,1/2/2024 4:00,2/1/2024,4:00,1,4,9.32,95.11,25.03,0,1
SM4-C,1/2/2024 5:00,2/1/2024,5:00,1,5,9.82,94.19,25.04,0,2
SM4-C,1/2/2024 17:00,2/1/2024,17:00,1,17,9.7,111.29,26.72,0,11
SM4-C,1/2/2024 18:00,2/1/2024,18:00,1,18,9.87,109.22,25.93,0,17
SM4-C,1/2/2024 19:00,2/1/2024,19:00,1,19,7.94,95.74,25.83,0,12
SM4-C,1/2/2024 20:00,2/1/2024,20:00,1,20,8.01,94.4,25.56,0,2
SM4-C,1/2/2024 21:00,2/1/2024,21:00,1,21,7.6,79.79,25.79,0,4
SM4-C,1/2/2024 22:00,2/1/2024,22:00,1,22,7.59,83.27,25.7,0,1
SM4-C,1/2/2024 23:00,2/1/2024,23:00,1,23,8.51,88.25,25.49,0,4
SM4-C,1/3/2024 0:00,3/1/2024,0:00,1,0,9,91.84,25.24,0,1
SM4-C,1/3/2024 3:00,3/1/2024,3:00,1,3,6.09,88.45,25.02,0,7
SM4-C,1/3/2024 5:00,3/1/2024,5:00,1,5,7.23,93.82,25.06,0,2
SM4-C,1/3/2024 17:00,3/1/2024,17:00,1,17,13.71,96.91,25.91,0,1
SM4-C,1/3/2024 18:00,3/1/2024,18:00,1,18,12.95,95.97,25.43,0,4
SM4-C,1/3/2024 19:00,3/1/2024,19:00,1,19,13.19,96.37,25.13,0,1
SM4-C,1/3/2024 20:00,3/1/2024,20:00,1,20,11.51,92.78,24.98,0,1
SM4-C,1/4/2024 4:00,4/1/2024,4:00,1,4,9.98,92.92,23.82,0,1
SM4-C,1/4/2024 6:00,4/1/2024,6:00,1,6,9.75,92.44,23.56,0,1
SM4-C,1/4/2024 17:00,4/1/2024,17:00,1,17,12.3,104.44,25.81,0,7
SM4-C,1/4/2024 18:00,4/1/2024,18:00,1,18,12.66,102.27,24.81,0,10
SM4-C,1/4/2024 19:00,4/1/2024,19:00,1,19,12.61,97.6,24.37,0,17
SM4-C,1/4/2024 20:00,4/1/2024,20:00,1,20,11.97,96.2,24.11,0,2
SM4-C,1/4/2024 23:00,4/1/2024,23:00,1,23,8.4,93.08,23.61,0,1
SM4-C,1/5/2024 1:00,5/1/2024,1:00,1,1,8.3,90.71,23.37,0,2
SM4-C,1/5/2024 4:00,5/1/2024,4:00,1,4,5.99,65.01,23.27,0,3
SM4-C,1/5/2024 6:00,5/1/2024,6:00,1,6,5.46,71.22,23.42,0,1
SM4-C,1/5/2024 17:00,5/1/2024,17:00,1,17,9.85,110.04,26.86,0,10
SM4-C,1/5/2024 18:00,5/1/2024,18:00,1,18,9.11,107.9,25.99,0,14
SM4-C,1/5/2024 19:00,5/1/2024,19:00,1,19,8.55,107.07,25.47,0,24
SM4-C,1/5/2024 20:00,5/1/2024,20:00,1,20,7.02,92.64,24.89,0,14
SM4-C,1/5/2024 21:00,5/1/2024,21:00,1,21,7.37,95.9,24.91,0,9
SM4-C,1/5/2024 22:00,5/1/2024,22:00,1,22,6.96,92.09,24.79,0,5
SM4-C,1/5/2024 23:00,5/1/2024,23:00,1,23,5.76,88.98,24.64,0,18
SM4-C,1/6/2024 0:00,6/1/2024,0:00,1,0,6.15,87.31,24.56,0,1
SM4-C,1/6/2024 1:00,6/1/2024,1:00,1,1,5.09,77.63,24.64,0,5
SM4-C,1/6/2024 2:00,6/1/2024,2:00,1,2,6.17,88.92,24.45,0,3
SM4-C,1/6/2024 3:00,6/1/2024,3:00,1,3,7.48,91.02,24.33,0,4
SM4-C,1/6/2024 5:00,6/1/2024,5:00,1,5,8.74,93.48,23.98,0,7
SM4-C,1/6/2024 17:00,6/1/2024,17:00,1,17,12.32,95.43,26.57,0,2
SM4-C,1/6/2024 18:00,6/1/2024,18:00,1,18,11.88,98.29,25.55,0,11
SM4-C,1/6/2024 19:00,6/1/2024,19:00,1,19,8.27,93.87,25.38,0,23
SM4-C,1/6/2024 20:00,6/1/2024,20:00,1,20,12.08,92.94,25.13,0,11
SM4-C,1/6/2024 21:00,6/1/2024,21:00,1,21,11.26,92.12,24.8,0,2
SM4-C,1/7/2024 2:00,7/1/2024,2:00,1,2,9.73,89.12,24.33,0,1
SM4-C,1/7/2024 4:00,7/1/2024,4:00,1,4,6.06,75.86,24.13,0,2
SM4-C,1/7/2024 5:00,7/1/2024,5:00,1,5,5.42,81.64,24.43,0,14
SM4-C,1/7/2024 6:00,7/1/2024,6:00,1,6,6.93,90.55,24.24,0,1
SM4-C,1/7/2024 17:00,7/1/2024,17:00,1,17,11.42,110.64,25.84,0,12
SM4-C,1/7/2024 18:00,7/1/2024,18:00,1,18,9.84,108.11,25.26,0,17
SM4-C,1/7/2024 19:00,7/1/2024,19:00,1,19,12.36,102.54,24.85,0,39
SM4-C,1/7/2024 20:00,7/1/2024,20:00,1,20,12.79,102.05,24.43,0,8
SM4-C,1/7/2024 22:00,7/1/2024,22:00,1,22,5.98,78.04,24.36,0,5
SM4-C,1/7/2024 23:00,7/1/2024,23:00,1,23,5.74,85.4,24.04,0,1
SM4-C,1/8/2024 0:00,8/1/2024,0:00,1,0,5.87,74.48,23.93,0,2
SM4-C,1/8/2024 3:00,8/1/2024,3:00,1,3,6.7,66.85,23.78,0,5
SM4-C,1/8/2024 4:00,8/1/2024,4:00,1,4,5.67,66.88,23.39,0,25
SM4-C,1/8/2024 5:00,8/1/2024,5:00,1,5,3.97,66.9,23.12,0,30
SM4-C,1/8/2024 17:00,8/1/2024,17:00,1,17,5.55,101.55,26.19,0,6
SM4-C,1/8/2024 18:00,8/1/2024,18:00,1,18,8.33,112.25,25.88,0,10
SM4-C,1/8/2024 19:00,8/1/2024,19:00,1,19,5.45,91.23,25.41,0,8
SM4-C,1/8/2024 20:00,8/1/2024,20:00,1,20,6.49,95.67,24.96,0,10
SM4-C,1/8/2024 21:00,8/1/2024,21:00,1,21,7.49,112.64,24.67,0,7
SM4-C,1/8/2024 23:00,8/1/2024,23:00,1,23,3.92,65.75,24.3,0,20
SM4-C,1/9/2024 0:00,9/1/2024,0:00,1,0,5.61,91.9,24.24,0,19
SM4-C,1/9/2024 1:00,9/1/2024,1:00,1,1,4.85,91.55,24.04,0,8
SM4-C,1/9/2024 2:00,9/1/2024,2:00,1,2,3.89,73.6,23.88,0,3
SM4-C,1/9/2024 3:00,9/1/2024,3:00,1,3,4.26,83.39,23.78,0,1
SM4-C,1/9/2024 4:00,9/1/2024,4:00,1,4,4.24,79.31,23.61,0,13
SM4-C,1/9/2024 5:00,9/1/2024,5:00,1,5,4,71.09,23.45,0,14
SM4-C,1/9/2024 6:00,9/1/2024,6:00,1,6,4.11,65.53,23.28,0,1
SM4-C,1/9/2024 17:00,9/1/2024,17:00,1,17,7.03,120.84,25.49,0,11
SM4-C,1/9/2024 18:00,9/1/2024,18:00,1,18,4.11,101.34,25.31,0,23
SM4-C,1/9/2024 19:00,9/1/2024,19:00,1,19,3.51,79.49,25.27,0,29
SM4-C,1/9/2024 20:00,9/1/2024,20:00,1,20,5.95,99.2,24.81,0,14
SM4-C,1/9/2024 21:00,9/1/2024,21:00,1,21,6.45,92,24.52,0,10
SM4-C,1/9/2024 22:00,9/1/2024,22:00,1,22,6.95,85.42,24.47,0,1
SM4-C,1/9/2024 23:00,9/1/2024,23:00,1,23,5.96,84.68,24.53,0,3
SM4-C,1/10/2024 0:00,10/1/2024,0:00,1,0,5.29,83.15,24.55,0,2
SM4-C,1/10/2024 1:00,10/1/2024,1:00,1,1,5.97,70.71,24.4,0,2
SM4-C,1/10/2024 2:00,10/1/2024,2:00,1,2,5.39,66.29,24.33,0,5
SM4-C,1/10/2024 3:00,10/1/2024,3:00,1,3,4.2,82.73,24.07,0,25
SM4-C,1/10/2024 4:00,10/1/2024,4:00,1,4,4.48,80.39,24.16,0,2
SM4-C,1/10/2024 5:00,10/1/2024,5:00,1,5,4.91,70.46,24.18,0,4
SM4-C,1/12/2024 17:00,12/1/2024,17:00,1,17,10.43,104.15,26.09,0,3
SM4-C,1/12/2024 18:00,12/1/2024,18:00,1,18,11.18,93.29,25.2,0,14
SM4-C,1/12/2024 19:00,12/1/2024,19:00,1,19,10.58,94.97,24.72,0,8
SM4-C,1/12/2024 20:00,12/1/2024,20:00,1,20,11.18,97.93,24.21,0,6
SM4-C,1/12/2024 21:00,12/1/2024,21:00,1,21,9.93,95.24,24.05,0,1
SM4-C,1/12/2024 23:00,12/1/2024,23:00,1,23,6.87,80.49,24.3,0,4
SM4-C,1/13/2024 1:00,13/01/2024,1:00,1,1,5.11,80.5,23.75,0,1
SM4-C,1/13/2024 4:00,13/01/2024,4:00,1,4,5.68,70.67,23.63,0,3
SM4-C,1/13/2024 5:00,13/01/2024,5:00,1,5,5.78,80.15,23.4,0,5
SM4-C,1/13/2024 17:00,13/01/2024,17:00,1,17,10.56,116.63,25.19,0,7
SM4-C,1/13/2024 18:00,13/01/2024,18:00,1,18,9.39,107.35,24.71,0,8
SM4-C,1/13/2024 19:00,13/01/2024,19:00,1,19,9.85,97.99,24.45,0,9
SM4-C,1/13/2024 23:00,13/01/2024,23:00,1,23,5.29,75.01,24.1,0,12
SM4-C,1/14/2024 0:00,14/01/2024,0:00,1,0,5.45,70.91,23.95,0,3
SM4-C,1/14/2024 1:00,14/01/2024,1:00,1,1,5.03,77.91,23.68,0,1
SM4-C,1/14/2024 2:00,14/01/2024,2:00,1,2,4.81,71.46,23.58,0,1
SM4-C,1/14/2024 3:00,14/01/2024,3:00,1,3,4.45,72.77,23.59,0,1
SM4-C,1/14/2024 5:00,14/01/2024,5:00,1,5,4.68,72.81,23.47,0,2
SM4-C,1/14/2024 6:00,14/01/2024,6:00,1,6,5.05,70.52,23.55,0,1
SM4-C,1/14/2024 17:00,14/01/2024,17:00,1,17,10.6,102.56,25.93,0,2
SM4-C,1/14/2024 18:00,14/01/2024,18:00,1,18,11.92,96.46,25.37,0,3
SM4-C,1/14/2024 19:00,14/01/2024,19:00,1,19,10.43,95.15,25.23,0,12
SM4-C,1/14/2024 21:00,14/01/2024,21:00,1,21,8.24,90.67,24.94,0,2
SM4-C,1/14/2024 22:00,14/01/2024,22:00,1,22,6.09,77.42,25.1,0,4
SM4-C,1/14/2024 23:00,14/01/2024,23:00,1,23,6.05,82.44,24.77,0,1
SM4-C,1/15/2024 0:00,15/01/2024,0:00,1,0,7.26,87.78,24.36,0,2
SM4-C,1/15/2024 2:00,15/01/2024,2:00,1,2,6.16,75.88,24.19,0,6
SM4-C,1/15/2024 5:00,15/01/2024,5:00,1,5,9.62,93.33,23.85,0,1
SM4-C,1/15/2024 17:00,15/01/2024,17:00,1,17,13.69,96.06,25.53,0,1
SM4-C,1/15/2024 18:00,15/01/2024,18:00,1,18,14.68,98.43,24.83,0,12
SM4-C,1/15/2024 19:00,15/01/2024,19:00,1,19,13.08,95.32,24.57,0,10
SM4-C,1/15/2024 20:00,15/01/2024,20:00,1,20,13.32,92.71,24.65,0,2
SM4-C,1/15/2024 21:00,15/01/2024,21:00,1,21,12.03,92.39,24.5,0,1
SM4-C,1/16/2024 0:00,16/01/2024,0:00,1,0,11.96,92.37,24.23,0,1
SM4-C,1/16/2024 2:00,16/01/2024,2:00,1,2,12.32,94.67,24.04,0,2
SM4-C,1/16/2024 3:00,16/01/2024,3:00,1,3,12.14,96.09,23.99,0,2
SM4-C,1/16/2024 4:00,16/01/2024,4:00,1,4,12.04,93.82,24,0,1
SM4-C,1/16/2024 5:00,16/01/2024,5:00,1,5,12.54,95.93,23.95,0,1
SM4-C,1/16/2024 18:00,16/01/2024,18:00,1,18,10.73,87.19,25.19,0,1
SM4-C,1/16/2024 19:00,16/01/2024,19:00,1,19,10.94,92.03,24.9,0,2
